,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,83679,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109840251114.81395,112941048614.41264,True,,3,,,,2024-04-22T23:55:00.000Z,1.000467318235113,52715353936.03586,28.7838,0.02070081,0.01587699,0.01170461,0.016087,0.10363091,0.12408331,109891581467.10928,4.4851,112993828025.92,,2024-04-22T23:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-22 19:56:59.561134
3,1839,BNB,BNB,bnb,2151,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149533001.16931787,149533001.16931787,False,,4,,,,2024-04-22T23:55:00.000Z,605.9517421908223,1298683463.8278863,66.0663,0.1224361,4.62952334,9.47376155,9.38869262,58.65963983,103.08978025,90609782573.57043,3.6982,90609782573.57,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446922356.94826436,574440914.9503953,True,,5,,,,2024-04-22T23:55:00.000Z,157.0969478162813,2958394961.8602085,33.5474,-0.42486876,5.67932507,13.22865752,-9.3914213,54.41211196,86.84733431,70210138187.43092,2.8656,90242914439.5,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
5,3408,USDC,USDC,usd-coin,18622,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33795787802.648556,33795787802.648556,False,,6,,,,2024-04-22T23:55:00.000Z,1.0001144484696325,7097351520.749009,53.5104,0.00874993,-0.0041421,0.00128142,-0.00806477,0.00484992,-0.00097278,33799655678.842594,1.3795,33799655678.84,,2024-04-22T23:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-22 19:56:59.561134
6,52,XRP,XRP,xrp,1304,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-22T23:56:00.000Z,0.5567484171993232,1668371120.488862,85.9212,-0.47068559,6.1082813,11.84829897,-9.98262463,2.91878962,7.55329465,30693063674.131786,1.2527,55674841719.93,,2024-04-22T23:56:00.000Z,,,,,,2024-04-22 19:56:59.561134
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143995636383.70526,143995636383.70526,True,,8,,,,2024-04-22T23:56:00.000Z,0.16121901088104176,1251840232.6769521,-3.2776,-0.54545543,1.87556891,-0.26069994,-0.38263624,91.57464286,106.27069354,23214834068.967113,0.9475,23214834068.97,,2024-04-22T23:56:00.000Z,,,,,,2024-04-22 19:56:59.561134
8,11419,Toncoin,TON,toncoin,290,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471273378.9106216,5105594177.180327,True,,9,3414166606.0,20285405695.453045,,2024-04-22T23:55:00.000Z,5.941539484278186,240315934.73749498,15.2463,0.62639199,-3.26496628,-9.41408531,22.75917584,184.80061922,180.13820997,20624707841.52121,0.8418,30335089394.42,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
9,2010,Cardano,ADA,cardano,1145,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35628261772.329,36812929523.021,False,,10,,,,2024-04-22T23:55:00.000Z,0.5169504370953975,402734980.8585271,13.5264,-0.63423148,3.49554226,12.20777643,-17.57272143,-11.8473308,8.48354473,18418045496.154716,0.7517,23262769669.29,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
10,5994,Shiba Inu,SHIB,shiba-inu,795,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-22T23:55:00.000Z,2.6891528635585912e-05,769543466.1633166,-36.959,-0.66490518,2.25089166,22.7160539,-1.24478231,182.02868755,205.05215998,15846893065.51703,0.6468,15853472768.53,,2024-04-22T23:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-22 19:56:59.561134
11,5805,Avalanche,AVAX,avalanche,716,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,378011136.95045066,436700776.95045066,False,,12,,,,2024-04-22T23:55:00.000Z,39.2474175280879,477932279.079151,35.9744,-0.68995476,5.71673866,11.55804729,-26.58869817,6.69727752,29.01138137,14835960922.161552,0.6055,28091288819.79,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
12,6636,Polkadot,DOT,polkadot-new,748,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1436551502.6632836,1436551502.6632836,True,,13,,,,2024-04-22T23:56:00.000Z,7.481656453001772,220577845.6195079,47.1579,-0.67862272,4.83736646,11.40514957,-16.93468787,-0.14745054,17.7751561,10747784819.970148,0.4387,10747784819.97,,2024-04-22T23:56:00.000Z,,,,,,2024-04-22 19:56:59.561134
13,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19695521.875,19695521.875,False,,14,,,,2024-04-22T23:55:00.000Z,522.2898124445356,350492830.8815955,5.0181,-0.8647662,3.86108645,2.80540814,14.13886214,100.70610672,127.6150728,10286770426.091,0.4198,10968086061.34,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
14,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87587460643.77914,87587464210.74162,True,,15,71659659264.0,8049697544.839188,,2024-04-22T23:55:00.000Z,0.11233234469038499,277402360.1270237,37.0541,0.01056327,0.86806659,0.72273427,-5.22279066,-19.14252076,4.85447931,9838904819.592527,0.4016,9838905220.28,,2024-04-22T23:55:00.000Z,,,,,,2024-04-22 19:56:59.561134
0,1,Bitcoin,BTC,bitcoin,11015,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19688765.0,19688765.0,False,,1,,,,2024-04-22T23:59:00.000Z,66839.89451188289,28282686673.294838,37.9196,-0.34811204,2.94678918,5.39362009,4.32200698,30.27955934,67.7474463,1315994975669.252,53.7298,1403637784749.54,,2024-04-22T23:59:00.000Z,,,,,,2024-04-22 20:00:24.089204
1,1027,Ethereum,ETH,ethereum,8850,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120072366.96347131,120072366.96347131,True,,2,,,,2024-04-22T23:58:00.000Z,3201.1260107600215,12062012926.893505,28.3548,-0.66953365,1.68282626,3.20253498,-4.12958876,7.77894704,42.9466592,384366777060.2903,15.693,384366777060.29,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
2,825,Tether USDt,USDT,tether,83679,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109840251114.81395,112941048614.41264,True,,3,,,,2024-04-22T23:58:00.000Z,1.0004553908774607,52734363357.30121,28.8481,0.01587374,0.0101258,0.02476279,0.02495643,0.1038859,0.1143216,109890271363.14963,4.4866,112992480937.64,,2024-04-22T23:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-22 20:00:24.089204
3,1839,BNB,BNB,bnb,2151,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149533001.16931787,149533001.16931787,False,,4,,,,2024-04-22T23:58:00.000Z,605.6285865642153,1300251199.3054185,66.3125,0.00656671,4.48947343,9.5397836,9.7772376,58.59811439,102.88896043,90561460142.87914,3.6975,90561460142.88,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446922356.94826436,574440914.9503953,True,,5,,,,2024-04-22T23:58:00.000Z,157.0292455295335,2958990442.346565,33.7193,-0.84829077,5.67401641,13.37202679,-9.19472008,54.49186909,86.35812452,70179880521.86682,2.8653,90204023475.96,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
5,3408,USDC,USDC,usd-coin,18622,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33795787802.648556,33795787802.648556,False,,6,,,,2024-04-22T23:58:00.000Z,1.0001503445205866,7099456282.468335,53.6037,0.01958284,-0.00446845,0.0226138,0.00591969,0.00723723,-0.00996599,33800868814.16359,1.38,33800868814.16,,2024-04-22T23:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-22 20:00:24.089204
6,52,XRP,XRP,xrp,1304,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-22T23:59:00.000Z,0.5568290948543133,1671344071.9927628,86.3519,-0.49541293,6.12812041,11.87395086,-9.84104668,2.94218669,7.55054226,30697511364.192852,1.2533,55682909485.43,,2024-04-22T23:59:00.000Z,,,,,,2024-04-22 20:00:24.089204
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143995636383.70526,143995636383.70526,True,,8,,,,2024-04-22T23:59:00.000Z,0.1611936455689286,1251987179.4408438,-3.1838,-0.77891815,1.85399,-0.10858992,-0.3552624,91.6939221,106.25217246,23211181574.707306,0.9477,23211181574.71,,2024-04-22T23:59:00.000Z,,,,,,2024-04-22 20:00:24.089204
8,11419,Toncoin,TON,toncoin,290,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471273378.9106216,5105594177.180327,True,,9,3414166606.0,20260518862.472794,,2024-04-22T23:58:00.000Z,5.934250199409512,240559578.85089588,15.399,0.05484477,-3.41509967,-9.53529344,23.11841691,184.52862366,179.89150317,20599404741.005287,0.841,30297873264.04,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
9,2010,Cardano,ADA,cardano,1145,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35628261772.329,36812929523.021,False,,10,,,,2024-04-22T23:58:00.000Z,0.5168901145424428,402904098.1875818,13.621,-0.76797532,3.52475996,12.17832621,-17.4132738,-11.81245228,8.42596223,18415896308.447273,0.7519,23260055154.41,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
10,5994,Shiba Inu,SHIB,shiba-inu,795,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-22T23:58:00.000Z,2.6887959583571574e-05,769434723.9956878,-36.9342,-0.89236591,2.27223773,22.69553872,-1.0944736,182.0803599,204.72435228,15844789860.958342,0.6469,15851368690.71,,2024-04-22T23:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-22 20:00:24.089204
11,5805,Avalanche,AVAX,avalanche,716,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,378011136.95045066,436700776.95045066,False,,12,,,,2024-04-22T23:58:00.000Z,39.223230613860025,478416283.656867,36.2049,-1.05615633,5.68138636,11.55673939,-26.57779253,6.74644517,28.32263753,14826817999.21495,0.6054,28073977066.91,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
12,6636,Polkadot,DOT,polkadot-new,748,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1436551502.6632836,1436551502.6632836,True,,13,,,,2024-04-22T23:59:00.000Z,7.477911205900048,220628800.9572471,47.5764,-0.90799941,4.80561136,11.40386803,-16.74769134,-0.06655036,17.68026167,10742404579.61832,0.4386,10742404579.62,,2024-04-22T23:59:00.000Z,,,,,,2024-04-22 20:00:24.089204
13,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19695521.875,19695521.875,False,,14,,,,2024-04-22T23:58:00.000Z,522.1813953744545,350575299.26856047,4.8875,-1.08219962,3.91328352,2.80948769,14.30612514,100.70368831,127.42845527,10284635095.315592,0.4199,10965809302.86,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
14,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87587460643.77914,87587464210.74162,True,,15,71659659264.0,8046496367.181939,,2024-04-22T23:58:00.000Z,0.11228767272724524,277419680.28271765,37.0644,-0.08103932,0.84758543,0.68354747,-5.11484808,-19.17656132,4.78317641,9834992115.779146,0.4015,9834992516.31,,2024-04-22T23:58:00.000Z,,,,,,2024-04-22 20:00:24.089204
